"Package","Version","CVE ID","Severity","Status","Detail"
"busybox","1.36.1","CVE-2022-48174","CRITICAL","exploitable","N/A"
"host-uboot-tools","2021.07","CVE-2022-30767","CRITICAL","exploitable","N/A"
"uboot","2020.07","CVE-2022-30767","CRITICAL","exploitable","N/A"
"host-uboot-tools","2021.07","CVE-2022-34835","CRITICAL","exploitable","N/A"
"uboot","2020.07","CVE-2022-34835","CRITICAL","exploitable","N/A"
"expat","2.6.1","CVE-2024-45491","CRITICAL","exploitable","N/A"
"host-expat","2.6.1","CVE-2024-45491","CRITICAL","exploitable","N/A"
"expat","2.6.1","CVE-2024-45492","CRITICAL","exploitable","N/A"
"host-expat","2.6.1","CVE-2024-45492","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2025-39933","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-64066","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-64068","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-64067","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-64160","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-53010","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-31608","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-31609","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-31536","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-43465","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-43414","CRITICAL","exploitable","N/A"
"glibc","2.38-44-gd37c2b20a4787463d192b32041c3406c2bd91de0","CVE-2026-5450","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-46325","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-64216","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-53260","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-53224","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-53246","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-43197","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-43198","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-43185","CRITICAL","exploitable","N/A"
"linux","6.12.104","CVE-2026-43083","CRITICAL","exploitable","N/A"
"glibc","2.38-44-gd37c2b20a4787463d192b32041c3406c2bd91de0","CVE-2023-4911","HIGH","in_triage","The CVE 'CVE-2023-4911' has been marked as ignored by Buildroot"
"glibc","2.38-44-gd37c2b20a4787463d192b32041c3406c2bd91de0","CVE-2023-5156","HIGH","in_triage","The CVE 'CVE-2023-5156' has been marked as ignored by Buildroot"
"glibc","2.38-44-gd37c2b20a4787463d192b32041c3406c2bd91de0","CVE-2023-6246","HIGH","in_triage","The CVE 'CVE-2023-6246' has been marked as ignored by Buildroot"
"glibc","2.38-44-gd37c2b20a4787463d192b32041c3406c2bd91de0","CVE-2023-6779","HIGH","in_triage","The CVE 'CVE-2023-6779' has been marked as ignored by Buildroot"
"host-python3-pip","21.3","CVE-2018-20225","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2020-25672","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2020-27815","HIGH","exploitable","N/A"
"uboot","2020.07","CVE-2021-27138","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2021-20194","HIGH","exploitable","N/A"
"uboot","2020.07","CVE-2021-27097","HIGH","exploitable","N/A"
"host-uboot-tools","2021.07","CVE-2022-2347","HIGH","exploitable","N/A"
"uboot","2020.07","CVE-2022-2347","HIGH","exploitable","N/A"
"host-uboot-tools","2021.07","CVE-2022-33103","HIGH","exploitable","N/A"
"host-libconfuse","3.3","CVE-2022-40320","HIGH","exploitable","N/A"
"host-python3","3.11.8","CVE-2024-7592","HIGH","exploitable","N/A"
"expat","2.6.1","CVE-2024-28757","HIGH","exploitable","N/A"
"host-expat","2.6.1","CVE-2024-28757","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2024-52560","HIGH","exploitable","N/A"
"expat","2.6.1","CVE-2024-45490","HIGH","exploitable","N/A"
"host-expat","2.6.1","CVE-2024-45490","HIGH","exploitable","N/A"
"glibc","2.38-44-gd37c2b20a4787463d192b32041c3406c2bd91de0","CVE-2024-33599","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2024-57995","HIGH","exploitable","N/A"
"host-uboot-tools","2021.07","CVE-2024-57254","HIGH","exploitable","N/A"
"uboot","2020.07","CVE-2024-57254","HIGH","exploitable","N/A"
"host-uboot-tools","2021.07","CVE-2024-57259","HIGH","exploitable","N/A"
"uboot","2020.07","CVE-2024-57259","HIGH","exploitable","N/A"
"host-uboot-tools","2021.07","CVE-2024-57258","HIGH","exploitable","N/A"
"uboot","2020.07","CVE-2024-57258","HIGH","exploitable","N/A"
"host-uboot-tools","2021.07","CVE-2024-57255","HIGH","exploitable","N/A"
"uboot","2020.07","CVE-2024-57255","HIGH","exploitable","N/A"
"host-uboot-tools","2021.07","CVE-2024-57256","HIGH","exploitable","N/A"
"uboot","2020.07","CVE-2024-57256","HIGH","exploitable","N/A"
"host-uboot-tools","2021.07","CVE-2024-42040","HIGH","exploitable","N/A"
"uboot","2020.07","CVE-2024-42040","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2024-58094","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2024-58096","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2024-58015","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2024-58093","HIGH","exploitable","N/A"
"glibc","2.38-44-gd37c2b20a4787463d192b32041c3406c2bd91de0","CVE-2024-2961","HIGH","exploitable","N/A"
"host-python3","3.11.8","CVE-2024-6232","HIGH","exploitable","N/A"
"host-libopenssl","3.2.1","CVE-2024-6119","HIGH","exploitable","N/A"
"libopenssl","3.2.1","CVE-2024-6119","HIGH","exploitable","N/A"
"glibc","2.38-44-gd37c2b20a4787463d192b32041c3406c2bd91de0","CVE-2024-33602","HIGH","exploitable","N/A"
"glibc","2.38-44-gd37c2b20a4787463d192b32041c3406c2bd91de0","CVE-2024-33601","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-38137","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-38187","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-21709","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-21751","HIGH","exploitable","N/A"
"host-python-setuptools","69.0.3","CVE-2025-47273","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-39677","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-22117","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-22121","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-22108","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-22109","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-22104","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-22107","HIGH","exploitable","N/A"
"host-binutils","2.40","CVE-2025-69649","HIGH","exploitable","N/A"
"host-binutils","2.40","CVE-2025-69650","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-71202","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-71289","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-71221","HIGH","exploitable","N/A"
"expat","2.6.1","CVE-2025-59375","HIGH","exploitable","N/A"
"host-expat","2.6.1","CVE-2025-59375","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-37906","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-23132","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-71302","HIGH","exploitable","N/A"
"glibc","2.38-44-gd37c2b20a4787463d192b32041c3406c2bd91de0","CVE-2025-15281","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-71074","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-37803","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-39859","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-39862","HIGH","exploitable","N/A"
"host-libopenssl","3.2.1","CVE-2025-15467","HIGH","exploitable","N/A"
"libopenssl","3.2.1","CVE-2025-15467","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-38248","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-38204","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-38234","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-38206","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-38261","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-71161","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-71152","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-38584","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-21949","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-38064","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-39789","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-38421","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-38627","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-38636","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-38656","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-39958","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2025-39905","HIGH","exploitable","N/A"
"glibc","2.38-44-gd37c2b20a4787463d192b32041c3406c2bd91de0","CVE-2025-4802","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-23327","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-52953","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-52991","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-52983","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-52956","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-52988","HIGH","exploitable","N/A"
"host-uboot-tools","2021.07","CVE-2026-33243","HIGH","exploitable","N/A"
"uboot","2020.07","CVE-2026-33243","HIGH","exploitable","N/A"
"host-uboot-tools","2021.07","CVE-2026-46728","HIGH","exploitable","N/A"
"uboot","2020.07","CVE-2026-46728","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-64058","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-64077","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-64082","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-64076","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-64078","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-64117","HIGH","exploitable","N/A"
"host-python3","3.11.8","CVE-2026-4519","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-23066","HIGH","exploitable","N/A"
"host-binutils","2.40","CVE-2026-6846","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-53089","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-53092","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-53090","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-53024","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-53000","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-53091","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-53025","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-53005","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-53009","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-53078","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-64400","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-23171","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-23102","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-31663","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-31630","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-31613","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-31709","HIGH","exploitable","N/A"
"linux","6.12.104","CVE-2026-31715","HIGH","exploitable","N/A"
